sentence,crate,tier,consistency,crateview,openai_gpt-5.6-terra,claude_cli_sonnet,sym,anchor,cochange
105,rustc_query_impl,silver,1.0,1,A,,0,0,0
106,rustc_query_impl,silver,1.0,1,A,,0,0,0
108,rustc_middle,silver,1.0,0,A,R,0,0,0
109,rustc_middle,silver,,0,,A,0,0,0
112,rustc_query_impl,silver,1.0,1,A,,0,0,0
113,rustc_mir_build,silver,,0,,A,0,0,0
113,rustc_query_impl,silver,1.0,1,A,,0,0,0
114,rustc_mir_build,silver,1.0,0,A,,0,0,0
114,rustc_query_impl,silver,0.3333333333333333,1,A,,0,0,0
116,rustc_mir_transform,silver,1.0,0,A,,0,0,0
118,rustc_query_impl,silver,1.0,0,A,,0,0,0
120,rustc_query_impl,silver,1.0,1,A,,0,0,0
121,rustc_expand,silver,1.0,0,A,,0,0,0
121,rustc_lexer,silver,1.0,0,A,,0,0,0
121,rustc_parse,silver,1.0,1,A,,0,0,0
121,rustc_resolve,silver,1.0,0,A,,0,0,0
123,rustc_middle,silver,1.0,0,A,,0,0,0
124,rustc_middle,silver,1.0,0,A,,0,0,0
138,rustc_data_structures,silver,0.3333333333333333,0,,A,0,0,0
139,rustc_query_impl,silver,0.6666666666666666,0,A,,0,0,0
149,rustc_ast_lowering,silver,1.0,0,A,,0,0,0
149,rustc_codegen_llvm,silver,0.6666666666666666,0,A,,0,0,0
149,rustc_expand,silver,0.6666666666666666,0,A,,0,0,0
149,rustc_feature,silver,0.6666666666666666,0,A,,0,0,0
149,rustc_hir_typeck,silver,0.6666666666666666,0,A,,0,0,0
149,rustc_lint,silver,0.6666666666666666,0,A,,0,0,0
149,rustc_resolve,silver,0.6666666666666666,0,A,,0,0,0
152,rustc,silver,0.3333333333333333,0,A,,0,0,0
166,rustc_span,silver,,0,,A,0,0,0
176,rustc_data_structures,silver,,0,,A,0,0,0
176,rustc_index,silver,,0,,A,0,0,0
176,rustc_serialize,silver,,0,,A,0,0,0
176,rustc_span,silver,,0,,A,0,0,0
178,rustc_lexer,silver,,0,,A,0,0,0
179,rustc_interface,silver,1.0,0,A,,0,0,0
179,rustc_middle,silver,,0,,A,0,0,0
213,rustc_middle,silver,0.6666666666666666,0,,A,0,0,0
214,rustc_middle,silver,0.6666666666666666,0,,A,0,0,0
219,rustc_middle,silver,0.3333333333333333,0,A,,0,0,0
219,rustc_query_impl,silver,1.0,1,A,,0,0,0
220,rustc_interface,silver,,0,,A,0,0,0
221,rustc_interface,silver,0.3333333333333333,0,,A,0,0,0
221,rustc_query_impl,silver,1.0,0,A,,0,0,0
225,rustc_parse,silver,1.0,0,A,R,0,0,0
226,rustc_mir_build,silver,1.0,0,A,,0,0,0
228,rustc_middle,silver,,0,,A,0,0,0
230,rustc_middle,silver,0.6666666666666666,0,R,A,0,0,0
230,rustc_query_impl,silver,0.3333333333333333,0,A,,0,0,0
232,rustc_query_impl,silver,1.0,1,A,,0,0,0
233,rustc_interface,silver,0.3333333333333333,0,A,,0,0,0
235,rustc_query_impl,silver,1.0,0,A,,0,0,0
236,rustc_query_impl,silver,1.0,0,A,,0,0,0
238,rustc_middle,silver,1.0,1,A,,0,0,0
239,rustc_middle,silver,1.0,1,A,,0,0,0
242,rustc_crate_store,silver,1.0,0,A,,0,0,0
243,rustc_interface,silver,0.6666666666666666,0,,A,0,0,0
255,rustc_middle,silver,0.3333333333333333,0,A,,0,0,0
262,rustc_query_impl,silver,,0,,A,0,0,0
264,rustc_middle,silver,0.6666666666666666,0,A,,0,0,0
264,rustc_query_impl,silver,0.3333333333333333,0,,A,0,0,0
265,rustc_query_impl,silver,,0,,A,0,0,0
273,rustc_middle,silver,1.0,1,A,,0,0,0
273,rustc_query_impl,silver,,0,,A,0,0,0
276,rustc_middle,silver,0.3333333333333333,1,A,,0,0,0
276,rustc_query_impl,silver,0.6666666666666666,0,,A,0,0,0
277,rustc_middle,silver,0.6666666666666666,1,A,,0,0,0
277,rustc_query_impl,silver,1.0,0,A,,0,0,0
279,rustc_data_structures,silver,1.0,1,A,,0,0,0
279,rustc_middle,silver,0.6666666666666666,1,,A,0,0,0
286,rustc_middle,silver,1.0,1,A,,0,0,0
287,rustc_middle,silver,1.0,1,A,,0,0,0
289,rustc_middle,silver,0.3333333333333333,1,A,,0,0,0
299,rustc_arena,silver,0.6666666666666666,0,A,,0,0,0
300,rustc_arena,silver,1.0,0,A,,0,0,0
300,rustc_middle,silver,0.3333333333333333,1,,A,0,0,0
306,rustc_type_ir,silver,0.6666666666666666,1,A,,0,0,0
313,rustc_middle,silver,,0,,A,0,0,0
314,rustc_driver,silver,1.0,1,A,,0,0,0
317,rustc_serialize,silver,,0,,A,0,0,0
320,rustc_incremental,silver,0.6666666666666666,1,,A,0,0,0
320,rustc_query_impl,silver,0.3333333333333333,1,A,,0,0,0
323,rustc_macros,silver,1.0,1,A,,0,0,0
324,rustc_macros,silver,1.0,1,A,,0,0,0
324,rustc_serialize,silver,,0,,A,0,0,0
325,rustc_macros,silver,0.3333333333333333,0,A,,0,0,0
326,rustc_middle,silver,1.0,0,A,,0,0,0
326,rustc_serialize,silver,,0,,A,0,0,0
342,rustc_macros,silver,0.3333333333333333,1,A,,0,0,0
344,rustc_metadata,silver,,0,,A,0,0,0
345,rustc_metadata,silver,,0,,A,0,0,0
345,rustc_middle,silver,1.0,1,A,,0,0,0
346,rustc_metadata,silver,,0,,A,0,0,0
347,rustc_metadata,silver,1.0,1,A,,0,0,0
352,rustc_query_impl,silver,1.0,1,A,,0,0,0
353,rustc_metadata,silver,1.0,0,A,,0,0,0
354,rustc_metadata,silver,1.0,0,A,,0,0,0
356,rustc,silver,,0,,A,0,0,0
358,rustc_codegen_ssa,silver,1.0,1,A,,0,0,0
360,rustc_session,silver,1.0,1,A,R,0,0,0
362,rustc_codegen_ssa,silver,1.0,1,A,,0,0,0
369,rustc_data_structures,silver,,0,R,A,0,0,0
372,rustc_thread_pool,silver,,0,,A,0,0,0
373,rustc_thread_pool,silver,,0,,A,0,0,0
377,rustc_thread_pool,silver,,0,,A,0,0,0
379,rustc_data_structures,silver,1.0,0,A,,0,0,0
379,rustc_thread_pool,silver,,0,,A,0,0,0
382,rustc_middle,silver,,0,R,A,0,0,0
382,rustc_query_impl,silver,1.0,1,A,,0,0,0
383,rustc_middle,silver,,0,,A,0,0,0
383,rustc_query_impl,silver,1.0,1,A,,0,0,0
393,rustc_lexer,silver,1.0,0,A,,0,0,0
393,rustc_parse,silver,1.0,0,A,,0,0,0
395,rustc_lexer,silver,1.0,0,A,,0,0,0
396,rustc_parse,silver,1.0,0,A,,0,0,0
402,rustc_incremental,silver,,0,,A,0,0,0
403,rustc_expand,silver,1.0,0,A,,0,0,0
403,rustc_resolve,silver,1.0,1,A,,0,0,0
411,rustc_expand,silver,0.6666666666666666,0,A,,0,0,0
412,rustc_parse,silver,1.0,1,A,,0,0,0
424,rustc_builtin_macros,silver,,0,,A,0,0,0
431,rustc_resolve,silver,1.0,0,A,R,0,0,0
436,rustc_resolve,silver,0.6666666666666666,0,A,,0,0,0
442,rustc_resolve,silver,1.0,1,A,,0,0,0
443,rustc_expand,silver,1.0,1,A,,0,0,0
447,rustc_builtin_macros,silver,1.0,0,A,,0,0,0
447,rustc_expand,silver,1.0,1,A,,0,0,0
450,rustc_expand,silver,1.0,1,A,,0,0,0
461,rustc_expand,silver,,0,,A,0,0,0
462,rustc_expand,silver,,0,,A,0,0,0
462,rustc_span,silver,1.0,0,A,,0,0,0
463,rustc_expand,silver,0.3333333333333333,0,,A,0,0,0
463,rustc_span,silver,1.0,0,A,,0,0,0
464,rustc_span,silver,1.0,0,A,,0,0,0
465,rustc_expand,silver,,0,,A,0,0,0
466,rustc_expand,silver,,0,,A,0,0,0
467,rustc_span,silver,0.3333333333333333,0,A,,0,0,0
468,rustc_span,silver,0.6666666666666666,0,A,,0,0,0
469,rustc_span,silver,0.6666666666666666,0,A,,0,0,0
470,rustc_ast,silver,1.0,1,A,R,0,0,0
471,rustc_ast,silver,0.6666666666666666,1,A,R,0,0,0
471,rustc_span,silver,0.6666666666666666,0,A,R,0,0,0
472,rustc_expand,silver,0.3333333333333333,0,A,,0,0,0
472,rustc_span,silver,1.0,0,A,,0,0,0
476,rustc_expand,silver,0.6666666666666666,0,A,,0,0,0
477,rustc_span,silver,1.0,1,A,,0,0,0
492,rustc_span,silver,1.0,1,A,,0,0,0
501,rustc_expand,silver,1.0,0,A,,0,0,0
502,rustc_resolve,silver,,0,,A,0,0,0
503,rustc_resolve,silver,,0,,A,0,0,0
504,rustc_resolve,silver,,0,,A,0,0,0
505,rustc_resolve,silver,,0,,A,0,0,0
505,rustc_span,silver,1.0,1,A,R,0,0,0
506,rustc_resolve,silver,,0,,A,0,0,0
506,rustc_span,silver,1.0,1,A,,0,0,0
507,rustc_span,silver,1.0,1,A,,0,0,0
513,rustc_expand,silver,1.0,0,A,,0,0,0
514,rustc_expand,silver,0.6666666666666666,0,A,,0,0,0
515,rustc_expand,silver,0.6666666666666666,0,A,,0,0,0
525,rustc_parse,silver,1.0,1,A,R,0,0,0
526,rustc_expand,silver,1.0,1,A,,0,0,0
526,rustc_parse,silver,1.0,1,A,,0,0,0
528,rustc_expand,silver,1.0,0,A,,0,0,0
529,rustc_expand,silver,1.0,0,A,,0,0,0
530,rustc_ast,silver,1.0,1,A,,0,0,0
531,rustc_lexer,silver,,0,,A,0,0,0
532,rustc_ast,silver,1.0,0,A,,0,0,0
532,rustc_lexer,silver,,0,,A,0,0,0
533,rustc_parse,silver,0.6666666666666666,0,A,,0,0,0
536,rustc_expand,silver,1.0,0,A,,0,0,0
538,rustc_builtin_macros,silver,,0,,A,0,0,0
538,rustc_expand,silver,1.0,0,A,,0,0,0
552,rustc_parse,silver,1.0,1,A,R,0,0,0
556,rustc_parse,silver,1.0,0,A,R,0,0,0
557,rustc_parse,silver,1.0,1,A,R,0,0,0
565,rustc_ast,silver,,0,R,A,0,0,0
566,rustc_expand,silver,0.6666666666666666,0,A,R,0,0,0
566,rustc_proc_macro,silver,1.0,0,A,,0,0,0
570,rustc_builtin_macros,silver,,0,,A,0,0,0
570,rustc_expand,silver,1.0,0,A,,0,0,0
572,rustc_resolve,silver,1.0,0,A,,0,0,0
573,rustc_expand,silver,1.0,1,A,,0,0,0
574,rustc_expand,silver,0.6666666666666666,1,A,,0,0,0
574,rustc_resolve,silver,1.0,1,A,R,0,0,0
575,rustc_resolve,silver,,0,,A,0,0,0
576,rustc_expand,silver,1.0,1,A,,0,0,0
577,rustc_expand,silver,1.0,1,A,,0,0,0
589,rustc_resolve,silver,1.0,0,A,,0,0,0
593,rustc_expand,silver,0.6666666666666666,1,A,,0,0,0
594,rustc_expand,silver,1.0,1,A,,0,0,0
595,rustc_expand,silver,1.0,1,A,,0,0,0
595,rustc_parse,silver,1.0,0,A,R,0,0,0
595,rustc_resolve,silver,0.6666666666666666,1,,A,0,0,0
601,rustc_resolve,silver,,0,,A,0,0,0
619,rustc_resolve,silver,0.6666666666666666,1,A,,0,0,0
624,rustc_resolve,silver,,1,,A,0,0,0
626,rustc_metadata,silver,0.3333333333333333,0,A,,0,0,0
627,rustc_metadata,silver,0.3333333333333333,0,A,,0,0,0
639,rustc_resolve,silver,0.6666666666666666,0,A,,0,0,0
640,rustc_expand,silver,1.0,0,A,,0,0,0
640,rustc_feature,silver,1.0,0,A,,0,0,0
642,rustc_feature,silver,1.0,0,A,,0,0,0
645,rustc_attr_parsing,silver,,0,,A,0,0,0
645,rustc_resolve,silver,1.0,1,A,,0,0,0
647,rustc_attr_parsing,silver,,0,,A,0,0,0
649,rustc_attr_parsing,silver,,0,,A,0,0,0
649,rustc_feature,silver,0.6666666666666666,0,,A,0,0,0
649,rustc_resolve,silver,1.0,1,A,,0,0,0
650,rustc_feature,silver,0.3333333333333333,0,,A,0,0,0
650,rustc_resolve,silver,1.0,0,A,,0,0,0
654,rustc_resolve,silver,0.6666666666666666,0,A,,0,0,0
661,rustc_resolve,silver,1.0,1,A,,0,0,0
663,rustc_expand,silver,1.0,0,A,,0,0,0
664,rustc_resolve,silver,1.0,1,A,,0,0,0
665,rustc_ast,silver,,0,,A,0,0,0
665,rustc_resolve,silver,1.0,1,A,,0,0,0
674,rustc_driver_impl,silver,0.3333333333333333,0,A,,0,0,0
674,rustc_hir_pretty,silver,1.0,1,A,,0,0,0
683,rustc_hir,silver,0.6666666666666666,1,A,,0,0,0
683,rustc_query_impl,silver,1.0,1,A,,0,0,0
684,rustc_hir,silver,0.6666666666666666,1,A,,0,0,0
708,rustc_hir,silver,1.0,1,A,R,0,0,0
721,rustc_ast_lowering,silver,1.0,1,A,,0,0,0
722,rustc_passes,silver,0.6666666666666666,0,A,,0,0,0
731,rustc_ast_lowering,silver,,1,,A,0,0,0
732,rustc_resolve,silver,0.6666666666666666,0,A,,0,0,0
736,rustc_mir_build,silver,1.0,1,A,,0,0,0
738,rustc_mir_build,silver,1.0,1,A,,0,0,0
740,rustc_middle,silver,1.0,1,A,,0,0,0
741,rustc_middle,silver,,0,,A,0,0,0
741,rustc_mir_build,silver,1.0,1,A,,0,0,0
743,rustc_middle,silver,,0,R,A,0,0,0
743,rustc_mir_build,silver,1.0,1,A,,0,0,0
744,rustc_middle,silver,0.3333333333333333,0,R,A,0,0,0
744,rustc_mir_build,silver,1.0,1,A,,0,0,0
745,rustc_middle,silver,,0,,A,0,0,0
745,rustc_mir_build,silver,1.0,1,A,,0,0,0
746,rustc_middle,silver,0.6666666666666666,0,A,,0,0,0
746,rustc_mir_build,silver,0.3333333333333333,1,,A,0,0,0
747,rustc_middle,silver,0.6666666666666666,1,A,,0,0,0
747,rustc_mir_build,silver,0.3333333333333333,1,,A,0,0,0
748,rustc_mir_build,silver,0.3333333333333333,1,,A,0,0,0
753,rustc,silver,,0,,A,0,0,0
753,rustc_mir_build,silver,0.6666666666666666,0,A,R,0,0,0
754,rustc_mir_build,silver,1.0,0,A,,0,0,0
756,rustc_middle,silver,,0,R,A,0,0,0
756,rustc_mir_build,silver,1.0,1,A,,0,0,0
758,rustc_codegen_llvm,silver,0.3333333333333333,0,,A,0,0,0
758,rustc_codegen_ssa,silver,0.6666666666666666,0,A,,0,0,0
769,rustc_middle,silver,0.6666666666666666,0,A,,0,0,0
774,rustc_middle,silver,1.0,0,A,R,0,0,0
778,rustc_mir_transform,silver,0.6666666666666666,0,A,,0,0,0
782,rustc_middle,silver,0.3333333333333333,0,A,R,0,0,0
784,rustc_mir_build,silver,0.3333333333333333,0,A,,0,0,0
789,rustc_mir_build,silver,1.0,0,A,,0,0,0
790,rustc_middle,silver,1.0,1,A,,0,0,0
800,rustc_middle,silver,1.0,1,A,,0,0,0
801,rustc_middle,silver,1.0,1,A,,0,0,0
803,rustc_middle,silver,1.0,1,A,,0,0,0
803,rustc_type_ir,silver,,1,,A,0,0,0
805,rustc_const_eval,silver,1.0,1,A,,0,0,0
817,rustc_middle,silver,1.0,1,A,,0,0,0
818,rustc_const_eval,silver,0.3333333333333333,0,A,,0,0,0
819,rustc_const_eval,silver,0.3333333333333333,0,A,,0,0,0
821,rustc_const_eval,silver,1.0,0,A,,0,0,0
848,rustc_mir_build,silver,1.0,1,A,,0,0,0
849,rustc_mir_build,silver,1.0,1,A,,0,0,0
850,rustc_mir_build,silver,0.3333333333333333,1,A,,0,0,0
851,rustc_codegen_llvm,silver,1.0,1,A,,0,0,0
851,rustc_codegen_ssa,silver,,1,,A,0,0,0
852,rustc_mir_build,silver,1.0,1,A,,0,0,0
853,rustc_mir_build,silver,1.0,1,A,,0,0,0
854,rustc_mir_build,silver,0.6666666666666666,1,A,,0,0,0
855,rustc_mir_build,silver,1.0,1,A,,0,0,0
856,rustc_middle,silver,0.6666666666666666,1,A,,0,0,0
856,rustc_mir_build,silver,1.0,1,A,,0,0,0
857,rustc_mir_build,silver,1.0,1,A,,0,0,0
865,rustc_codegen_ssa,silver,0.3333333333333333,0,A,,0,0,0
865,rustc_const_eval,silver,0.3333333333333333,0,A,,0,0,0
871,rustc_middle,silver,,0,,A,0,0,0
871,rustc_mir_build,silver,0.3333333333333333,0,A,,0,0,0
871,rustc_mir_transform,silver,1.0,0,A,R,0,0,0
873,rustc_middle,silver,,0,,A,0,0,0
873,rustc_mir_build,silver,1.0,1,A,,0,0,0
883,rustc_mir_transform,silver,0.6666666666666666,0,A,,0,0,0
884,rustc_middle,silver,1.0,1,A,R,0,0,0
885,rustc_middle,silver,0.3333333333333333,1,R,A,0,0,0
885,rustc_mir_transform,silver,0.6666666666666666,0,A,,0,0,0
886,rustc_mir_transform,silver,0.6666666666666666,0,A,,0,0,0
893,rustc_const_eval,silver,0.6666666666666666,1,A,,0,0,0
893,rustc_mir_build,silver,1.0,0,A,,0,0,0
894,rustc_const_eval,silver,0.6666666666666666,0,A,,0,0,0
894,rustc_mir_build,silver,0.6666666666666666,0,A,,0,0,0
897,rustc_borrowck,silver,,1,R,A,0,0,0
898,rustc_const_eval,silver,0.3333333333333333,1,R,A,0,0,0
899,rustc_mir_transform,silver,0.3333333333333333,0,A,R,0,0,0
900,rustc_data_structures,silver,0.6666666666666666,0,A,,0,0,0
901,rustc_query_impl,silver,1.0,1,A,,0,0,0
902,rustc_data_structures,silver,0.6666666666666666,0,A,,0,0,0
903,rustc_const_eval,silver,,1,R,A,0,0,0
903,rustc_query_impl,silver,1.0,1,A,,0,0,0
906,rustc_driver_impl,silver,0.3333333333333333,1,R,A,0,0,0
910,rustc_driver_impl,silver,0.3333333333333333,0,A,R,0,0,0
911,rustc_interface,silver,1.0,0,A,,0,0,0
923,rustc_errors,silver,0.6666666666666666,0,A,,0,0,0
924,rustc_errors,silver,1.0,0,A,,0,0,0
925,rustc_errors,silver,0.6666666666666666,0,A,,0,0,0
928,rustc_error_messages,silver,,0,,A,0,0,0
928,rustc_errors,silver,1.0,0,A,,0,0,0
928,rustc_span,silver,1.0,0,A,,0,0,0
929,rustc_error_messages,silver,,0,,A,0,0,0
929,rustc_errors,silver,1.0,0,A,,0,0,0
931,rustc_error_messages,silver,,0,,A,0,0,0
931,rustc_errors,silver,1.0,0,A,,0,0,0
934,rustc_error_codes,silver,0.6666666666666666,0,A,,0,0,0
935,rustc_error_codes,silver,1.0,1,A,,0,0,0
935,rustc_errors,silver,0.3333333333333333,0,,A,0,0,0
936,rustc_error_codes,silver,0.6666666666666666,1,A,,0,0,0
936,rustc_errors,silver,,0,,A,0,0,0
937,rustc_error_codes,silver,0.6666666666666666,0,A,,0,0,0
937,rustc_errors,silver,,0,,A,0,0,0
940,rustc_error_codes,silver,0.3333333333333333,1,A,,0,0,0
941,rustc_lint_defs,silver,0.3333333333333333,0,,A,0,0,0
942,rustc_errors,silver,0.3333333333333333,0,A,,0,0,0
946,rustc_passes,silver,1.0,0,A,,0,0,0
947,rustc_lint,silver,,0,,A,0,0,0
948,rustc_lint,silver,0.6666666666666666,0,A,,0,0,0
949,rustc_lint,silver,1.0,0,A,,0,0,0
951,rustc_errors,silver,0.3333333333333333,0,A,R,0,0,0
952,rustc_lint,silver,0.3333333333333333,0,A,,0,0,0
952,rustc_lint_defs,silver,0.3333333333333333,0,A,,0,0,0
955,rustc_errors,silver,,0,,A,0,0,0
957,rustc_driver_impl,silver,1.0,0,A,,0,0,0
963,rustc_errors,silver,,0,,A,0,0,0
964,rustc_errors,silver,,0,,A,0,0,0
966,rustc_attr_parsing,silver,,0,,A,0,0,0
973,rustc_lint_defs,silver,0.6666666666666666,0,A,R,0,0,0
974,rustc_lint_defs,silver,0.6666666666666666,0,A,R,0,0,0
975,rustc_lint_defs,silver,0.6666666666666666,0,A,,0,0,0
976,rustc_lint_defs,silver,0.6666666666666666,0,A,R,0,0,0
977,rustc_lint_defs,silver,0.6666666666666666,0,A,R,0,0,0
979,rustc_lint,silver,0.3333333333333333,0,A,,0,0,0
981,rustc_lint,silver,0.3333333333333333,0,A,,0,0,0
983,rustc_lint,silver,0.3333333333333333,0,A,,0,0,0
984,rustc_errors,silver,1.0,0,A,,0,0,0
985,rustc_errors,silver,1.0,0,A,,0,0,0
986,rustc_lint,silver,1.0,0,A,,0,0,0
987,rustc_lint,silver,1.0,0,A,,0,0,0
998,rustc_errors,silver,0.3333333333333333,0,A,R,0,0,0
1003,rustc_lint_defs,silver,,1,,A,0,0,0
1004,rustc_lint_defs,silver,,1,,A,0,0,0
1005,rustc_lint_defs,silver,,1,,A,0,0,0
1010,rustc_driver_impl,silver,,0,,A,0,0,0
1010,rustc_session,silver,0.6666666666666666,0,A,,0,0,0
1011,rustc_driver_impl,silver,,0,,A,0,0,0
1011,rustc_errors,silver,1.0,0,A,,0,0,0
1011,rustc_session,silver,0.6666666666666666,0,A,,0,0,0
1016,rustc_hir,silver,0.3333333333333333,0,A,,0,0,0
1016,rustc_middle,silver,1.0,1,A,,0,0,0
1020,rustc_errors,silver,1.0,1,A,,0,0,0
1021,rustc_macros,silver,1.0,0,A,,0,0,0
1022,rustc_errors,silver,1.0,1,A,,0,0,0
1028,rustc_error_messages,silver,1.0,0,A,,0,0,0
1028,rustc_errors,silver,1.0,1,A,,0,0,0
1039,rustc_lint_defs,silver,1.0,1,A,R,0,0,0
1040,rustc_lint_defs,silver,1.0,1,A,R,0,0,0
1041,rustc_lint_defs,silver,1.0,1,A,R,0,0,0
1042,rustc_errors,silver,,0,,A,0,0,0
1052,rustc_lint,silver,,0,,A,0,0,0
1056,rustc_lint,silver,1.0,1,A,,0,0,0
1062,rustc_lint,silver,,1,,A,0,0,0
1063,rustc_lint,silver,0.3333333333333333,1,R,A,0,0,0
1063,rustc_mir_transform,silver,1.0,0,A,,0,0,0
1064,rustc_lint,silver,0.6666666666666666,1,R,A,0,0,0
1064,rustc_mir_transform,silver,1.0,0,A,,0,0,0
1066,rustc_lint,silver,,0,R,A,0,0,0
1068,rustc_session,silver,1.0,0,A,,0,0,0
1072,rustc_driver_impl,silver,,0,,A,0,0,0
1085,rustc_lint_defs,silver,0.3333333333333333,1,,A,0,0,0
1088,rustc_lint,silver,1.0,0,A,,0,0,0
1088,rustc_lint_defs,silver,0.6666666666666666,1,,A,0,0,0
1090,rustc_lint,silver,0.6666666666666666,0,A,,0,0,0
1092,rustc_lint,silver,1.0,0,A,,0,0,0
1092,rustc_lint_defs,silver,0.6666666666666666,0,,A,0,0,0
1093,rustc_lint_defs,silver,0.6666666666666666,0,A,,0,0,0
1095,rustc_lint,silver,1.0,0,A,,0,0,0
1095,rustc_lint_defs,silver,0.6666666666666666,0,,A,0,0,0
1098,rustc_lint,silver,1.0,0,A,,0,0,0
1098,rustc_lint_defs,silver,0.6666666666666666,1,,A,0,0,0
1110,rustc_lint,silver,1.0,1,A,R,0,0,0
1111,rustc_lint,silver,1.0,1,A,,0,0,0
1111,rustc_lint_defs,silver,,0,,A,0,0,0
1112,rustc_lint,silver,1.0,0,A,,0,0,0
1114,rustc_errors,silver,1.0,0,A,R,0,0,0
1117,rustc_lint,silver,0.3333333333333333,0,,A,0,0,0
1121,rustc_expand,silver,0.3333333333333333,0,A,,0,0,0
1122,rustc_session,silver,1.0,0,A,,0,0,0
1129,rustc_parse_format,silver,,0,,A,0,0,0
1129,rustc_trait_selection,silver,1.0,1,A,,0,0,0
1130,rustc_trait_selection,silver,0.3333333333333333,1,A,,0,0,0
1133,rustc_errors,silver,,0,,A,0,0,0
1133,rustc_trait_selection,silver,1.0,1,A,,0,0,0
1137,rustc_ast_lowering,silver,,0,,A,0,0,0
1137,rustc_trait_selection,silver,1.0,1,A,,0,0,0
1138,rustc_trait_selection,silver,0.6666666666666666,1,A,,0,0,0
1139,rustc_errors,silver,,0,,A,0,0,0
1139,rustc_trait_selection,silver,0.6666666666666666,1,A,,0,0,0
1140,rustc_hir_typeck,silver,0.3333333333333333,0,,A,0,0,0
1140,rustc_trait_selection,silver,0.6666666666666666,1,A,,0,0,0
1141,rustc_errors,silver,,0,,A,0,0,0
1141,rustc_trait_selection,silver,0.6666666666666666,1,A,,0,0,0
1142,rustc_ast_lowering,silver,,0,,A,0,0,0
1142,rustc_trait_selection,silver,0.6666666666666666,1,A,,0,0,0
1153,rustc_trait_selection,silver,1.0,1,A,,0,0,0
1154,rustc_trait_selection,silver,1.0,1,A,,0,0,0
1155,rustc_trait_selection,silver,1.0,1,A,,0,0,0
1156,rustc_trait_selection,silver,1.0,1,A,,0,0,0
1157,rustc_trait_selection,silver,1.0,1,A,,0,0,0
1171,rustc_middle,silver,0.6666666666666666,1,A,,0,0,0
1172,rustc_ast_lowering,silver,,0,,A,0,0,0
1172,rustc_hir_analysis,silver,1.0,0,A,,0,0,0
1173,rustc_type_ir,silver,,0,,A,0,0,0
1175,rustc_hir_analysis,silver,0.3333333333333333,0,A,,0,0,0
1175,rustc_middle,silver,1.0,1,A,,0,0,0
1175,rustc_type_ir,silver,,0,,A,0,0,0
1176,rustc_middle,silver,1.0,1,A,,0,0,0
1176,rustc_type_ir,silver,,0,,A,0,0,0
1177,rustc_hir_analysis,silver,0.6666666666666666,0,A,,0,0,0
1178,rustc_hir_analysis,silver,0.3333333333333333,1,,A,0,0,0
1178,rustc_infer,silver,1.0,1,A,,0,0,0
1183,rustc_middle,silver,0.6666666666666666,0,A,,0,0,0
1184,rustc_middle,silver,0.6666666666666666,1,A,,0,0,0
1185,rustc_middle,silver,0.6666666666666666,1,A,,0,0,0
1186,rustc_middle,silver,0.6666666666666666,1,A,,0,0,0
1187,rustc_middle,silver,0.6666666666666666,1,A,,0,0,0
1188,rustc_hir,silver,1.0,1,A,R,0,0,0
1189,rustc_middle,silver,1.0,1,A,R,0,0,0
1192,rustc_middle,silver,1.0,1,A,R,0,0,0
1193,rustc_hir_analysis,silver,1.0,0,A,,0,0,0
1193,rustc_hir_typeck,silver,,0,,A,0,0,0
1195,rustc_resolve,silver,1.0,0,A,,0,0,0
1196,rustc_hir_analysis,silver,0.3333333333333333,0,A,,0,0,0
1200,rustc_middle,silver,,1,,A,0,0,0
1200,rustc_type_ir,silver,1.0,0,A,,0,0,0
1202,rustc_type_ir,silver,1.0,0,A,R,0,0,0
1204,rustc_type_ir,silver,0.6666666666666666,0,A,,0,0,0
1211,rustc_infer,silver,0.6666666666666666,1,A,,0,0,0
1211,rustc_middle,silver,0.6666666666666666,1,A,,0,0,0
1212,rustc_infer,silver,1.0,0,A,R,0,0,0
1212,rustc_middle,silver,0.3333333333333333,1,R,A,0,0,0
1213,rustc_middle,silver,1.0,1,A,,0,0,0
1216,rustc_infer,silver,0.6666666666666666,1,,A,0,0,0
1218,rustc_infer,silver,1.0,0,A,R,0,0,0
1221,rustc_trait_selection,silver,1.0,1,A,,0,0,0
1226,rustc_middle,silver,1.0,1,A,R,0,0,0
1234,rustc_infer,silver,0.6666666666666666,1,A,,0,0,0
1237,rustc_middle,silver,,1,,A,0,0,0
1238,rustc_middle,silver,1.0,1,A,R,0,0,0
1239,rustc_middle,silver,1.0,1,A,,0,0,0
1241,rustc_middle,silver,1.0,1,A,R,0,0,0
1242,rustc_middle,silver,1.0,1,A,R,0,0,0
1255,rustc_middle,silver,0.3333333333333333,0,,A,0,0,0
1257,rustc_hir_typeck,silver,0.6666666666666666,0,A,,0,0,0
1257,rustc_infer,silver,0.6666666666666666,0,A,,0,0,0
1257,rustc_middle,silver,0.6666666666666666,1,R,A,0,0,0
1271,rustc_middle,silver,1.0,1,A,,0,0,0
1272,rustc_middle,silver,1.0,1,A,,0,0,0
1273,rustc_type_ir,silver,1.0,0,A,,0,0,0
1274,rustc_type_ir,silver,1.0,0,A,,0,0,0
1275,rustc_type_ir,silver,1.0,0,A,,0,0,0
1276,rustc_type_ir,silver,1.0,0,A,,0,0,0
1277,rustc_type_ir,silver,1.0,0,A,,0,0,0
